,Site,Date,Hour Block,ED Env Prediction
1520,A,2025-06-09 00:00:00,0,15.588096295685505
1521,B,2025-06-09 00:00:00,0,21.872659368029538
1522,C,2025-06-09 00:00:00,0,13.125289420376008
1523,D,2025-06-09 00:00:00,0,8.312174133402186
1524,Total,2025-06-09 00:00:00,0,60.648377414583926
1525,A,2025-06-09 06:00:00,1,31.210061699843525
1526,B,2025-06-09 06:00:00,1,43.3910788728701
1527,C,2025-06-09 06:00:00,1,25.281218456957678
1528,D,2025-06-09 06:00:00,1,18.69793062207896
1529,Total,2025-06-09 06:00:00,1,122.66258162994353
1530,A,2025-06-09 12:00:00,2,46.83147866679483
1531,B,2025-06-09 12:00:00,2,61.84909437401843
1532,C,2025-06-09 12:00:00,2,37.244929774407616
1533,D,2025-06-09 12:00:00,2,27.935793769667086
1534,Total,2025-06-09 12:00:00,2,179.735672462383
1535,A,2025-06-09 18:00:00,3,40.669354859148946
1536,B,2025-06-09 18:00:00,3,57.38781254720481
1537,C,2025-06-09 18:00:00,3,32.47648357318041
1538,D,2025-06-09 18:00:00,3,24.143440720262607
1539,Total,2025-06-09 18:00:00,3,159.65948283481367
1540,A,2025-06-10 00:00:00,0,13.78677025296509
1541,B,2025-06-10 00:00:00,0,20.462535234485287
1542,C,2025-06-10 00:00:00,0,11.781853306708486
1543,D,2025-06-10 00:00:00,0,7.801257697302412
1544,Total,2025-06-10 00:00:00,0,55.46592608105639
1545,A,2025-06-10 06:00:00,1,28.494204196090482
1546,B,2025-06-10 06:00:00,1,39.43400096205816
1547,C,2025-06-10 06:00:00,1,23.196434705003085
1548,D,2025-06-10 06:00:00,1,17.124839296999426
1549,Total,2025-06-10 06:00:00,1,111.90263558412538
1550,A,2025-06-10 12:00:00,2,43.496114749769795
1551,B,2025-06-10 12:00:00,2,58.20537546924702
1552,C,2025-06-10 12:00:00,2,35.159401082668985
1553,D,2025-06-10 12:00:00,2,26.66450127709346
1554,Total,2025-06-10 12:00:00,2,168.77415146719028
1555,A,2025-06-10 18:00:00,3,38.94563742758524
1556,B,2025-06-10 18:00:00,3,55.16324429886388
1557,C,2025-06-10 18:00:00,3,31.387474711632933
1558,D,2025-06-10 18:00:00,3,22.999759975149207
1559,Total,2025-06-10 18:00:00,3,153.30472435661292
1560,A,2025-06-11 00:00:00,0,14.24557459959115
1561,B,2025-06-11 00:00:00,0,21.23577461361215
1562,C,2025-06-11 00:00:00,0,12.340641536837758
1563,D,2025-06-11 00:00:00,0,8.09195716906266
1564,Total,2025-06-11 00:00:00,0,57.59746674860455
1565,A,2025-06-11 06:00:00,1,28.10609740827198
1566,B,2025-06-11 06:00:00,1,38.60206344341586
1567,C,2025-06-11 06:00:00,1,22.45373669579813
1568,D,2025-06-11 06:00:00,1,16.70911300679512
1569,Total,2025-06-11 06:00:00,1,109.25460266226013
1570,A,2025-06-11 12:00:00,2,42.04164527393986
1571,B,2025-06-11 12:00:00,2,56.57037228078252
1572,C,2025-06-11 12:00:00,2,34.11730588483698
1573,D,2025-06-11 12:00:00,2,25.987538761452786
1574,Total,2025-06-11 12:00:00,2,163.89449906238167
1575,A,2025-06-11 18:00:00,3,38.11352291371294
1576,B,2025-06-11 18:00:00,3,54.58438790194555
1577,C,2025-06-11 18:00:00,3,30.58569021029862
1578,D,2025-06-11 18:00:00,3,23.171273761284606
1579,Total,2025-06-11 18:00:00,3,151.18142352565738
1580,A,2025-06-12 00:00:00,0,13.922663481445898
1581,B,2025-06-12 00:00:00,0,20.389615639862424
1582,C,2025-06-12 00:00:00,0,11.606137655401112
1583,D,2025-06-12 00:00:00,0,7.443293614352094
1584,Total,2025-06-12 00:00:00,0,54.85944348662394
1585,A,2025-06-12 06:00:00,1,28.613875839801107
1586,B,2025-06-12 06:00:00,1,38.731845141698074
1587,C,2025-06-12 06:00:00,1,22.852720152438476
1588,D,2025-06-12 06:00:00,1,17.168576540070173
1589,Total,2025-06-12 06:00:00,1,110.84533164347117
1590,A,2025-06-12 12:00:00,2,42.16352555527237
1591,B,2025-06-12 12:00:00,2,56.29195555321844
1592,C,2025-06-12 12:00:00,2,33.8407675879279
1593,D,2025-06-12 12:00:00,2,25.383970173194886
1594,Total,2025-06-12 12:00:00,2,162.78389176106958
1595,A,2025-06-12 18:00:00,3,38.293483629293284
1596,B,2025-06-12 18:00:00,3,54.15304805375658
1597,C,2025-06-12 18:00:00,3,30.400426085008235
1598,D,2025-06-12 18:00:00,3,22.748745089539305
1599,Total,2025-06-12 18:00:00,3,150.1313184730987
1600,A,2025-06-13 00:00:00,0,14.016780956413776
1601,B,2025-06-13 00:00:00,0,21.091989609047292
1602,C,2025-06-13 00:00:00,0,12.185681864239372
1603,D,2025-06-13 00:00:00,0,8.256344844856285
1604,Total,2025-06-13 00:00:00,0,57.06403556861906
1605,A,2025-06-13 06:00:00,1,27.74072708773481
1606,B,2025-06-13 06:00:00,1,38.38700220711807
1607,C,2025-06-13 06:00:00,1,22.78240125693438
1608,D,2025-06-13 06:00:00,1,17.240754914571074
1609,Total,2025-06-13 06:00:00,1,109.58436352558682
1610,A,2025-06-13 12:00:00,2,42.933943555129666
1611,B,2025-06-13 12:00:00,2,56.61249137167072
1612,C,2025-06-13 12:00:00,2,34.39385315485288
1613,D,2025-06-13 12:00:00,2,26.283598165652908
1614,Total,2025-06-13 12:00:00,2,165.2624080397321
1615,A,2025-06-13 18:00:00,3,39.00327740383196
1616,B,2025-06-13 18:00:00,3,55.092451722078856
1617,C,2025-06-13 18:00:00,3,31.443710267351772
1618,D,2025-06-13 18:00:00,3,22.86957394020286
1619,Total,2025-06-13 18:00:00,3,152.9674999661054
1620,A,2025-06-14 00:00:00,0,15.824430350120604
1621,B,2025-06-14 00:00:00,0,23.04404049290342
1622,C,2025-06-14 00:00:00,0,13.045840404542988
1623,D,2025-06-14 00:00:00,0,8.881787280466769
1624,Total,2025-06-14 00:00:00,0,62.68131624238933
1625,A,2025-06-14 06:00:00,1,27.30969661833624
1626,B,2025-06-14 06:00:00,1,37.194593402938544
1627,C,2025-06-14 06:00:00,1,21.512775617456683
1628,D,2025-06-14 06:00:00,1,16.782918521050785
1629,Total,2025-06-14 06:00:00,1,106.09426576461496
1630,A,2025-06-14 12:00:00,2,42.15053786655722
1631,B,2025-06-14 12:00:00,2,58.31222425005662
1632,C,2025-06-14 12:00:00,2,34.15267572290669
1633,D,2025-06-14 12:00:00,2,26.44141624780478
1634,Total,2025-06-14 12:00:00,2,165.98308685828263
1635,A,2025-06-14 18:00:00,3,40.01865657030488
1636,B,2025-06-14 18:00:00,3,59.09272716864256
1637,C,2025-06-14 18:00:00,3,33.20764911230175
1638,D,2025-06-14 18:00:00,3,24.015198591185662
1639,Total,2025-06-14 18:00:00,3,161.19162799881974
1640,A,2025-06-15 00:00:00,0,16.63920488190462
1641,B,2025-06-15 00:00:00,0,24.547958970419543
1642,C,2025-06-15 00:00:00,0,13.685512712343602
1643,D,2025-06-15 00:00:00,0,9.436205069892889
1644,Total,2025-06-15 00:00:00,0,66.21799787380365
1645,A,2025-06-15 06:00:00,1,27.83157958647869
1646,B,2025-06-15 06:00:00,1,39.425086914176696
1647,C,2025-06-15 06:00:00,1,22.013919656380626
1648,D,2025-06-15 06:00:00,1,16.80694859201179
1649,Total,2025-06-15 06:00:00,1,109.22677156683721
1650,A,2025-06-15 12:00:00,2,42.51219050281273
1651,B,2025-06-15 12:00:00,2,59.41811230159692
1652,C,2025-06-15 12:00:00,2,34.86814535393316
1653,D,2025-06-15 12:00:00,2,25.90098492513266
1654,Total,2025-06-15 12:00:00,2,167.73948098155586
1655,A,2025-06-15 18:00:00,3,39.662124710544504
1656,B,2025-06-15 18:00:00,3,58.847294212056504
1657,C,2025-06-15 18:00:00,3,32.928399912450004
1658,D,2025-06-15 18:00:00,3,23.764819024754306
1659,Total,2025-06-15 18:00:00,3,160.0081276874217
1660,A,2025-06-16 00:00:00,0,15.704304576317277
1661,B,2025-06-16 00:00:00,0,22.409372583171365
1662,C,2025-06-16 00:00:00,0,13.100006280551952
1663,D,2025-06-16 00:00:00,0,8.343551201057545
1664,Total,2025-06-16 00:00:00,0,61.20329901001225
1665,A,2025-06-16 06:00:00,1,31.61515063089558
1666,B,2025-06-16 06:00:00,1,43.579892821132
1667,C,2025-06-16 06:00:00,1,25.486182013563155
1668,D,2025-06-16 06:00:00,1,18.980939749014663
1669,Total,2025-06-16 06:00:00,1,123.5211778091566
1670,A,2025-06-16 12:00:00,2,46.83202018073967
1671,B,2025-06-16 12:00:00,2,62.291228888532345
1672,C,2025-06-16 12:00:00,2,37.32738269318172
1673,D,2025-06-16 12:00:00,2,27.91176450066829
1674,Total,2025-06-16 12:00:00,2,179.88593448354604
1675,A,2025-06-16 18:00:00,3,40.585692908369225
1676,B,2025-06-16 18:00:00,3,57.143731428346925
1677,C,2025-06-16 18:00:00,3,32.196723061620645
1678,D,2025-06-16 18:00:00,3,24.091948701438948
1679,Total,2025-06-16 18:00:00,3,158.63067476506774
1680,A,2025-06-17 00:00:00,0,14.029676539929989
1681,B,2025-06-17 00:00:00,0,20.72380724953746
1682,C,2025-06-17 00:00:00,0,11.900425493830793
1683,D,2025-06-17 00:00:00,0,8.076764122857497
1684,Total,2025-06-17 00:00:00,0,56.26370842274466
1685,A,2025-06-17 06:00:00,1,28.63933281003233
1686,B,2025-06-17 06:00:00,1,39.94563639077105
1687,C,2025-06-17 06:00:00,1,23.253255459557973
1688,D,2025-06-17 06:00:00,1,17.005174371931005
1689,Total,2025-06-17 06:00:00,1,112.25724170699691
1690,A,2025-06-17 12:00:00,2,43.57821638172852
1691,B,2025-06-17 12:00:00,2,58.18758754885
1692,C,2025-06-17 12:00:00,2,35.207747799617024
1693,D,2025-06-17 12:00:00,2,26.796019064493954
1694,Total,2025-06-17 12:00:00,2,168.69842100606658
1695,A,2025-06-17 18:00:00,3,38.746963569100124
1696,B,2025-06-17 18:00:00,3,55.18286608124834
1697,C,2025-06-17 18:00:00,3,31.270666557029028
1698,D,2025-06-17 18:00:00,3,23.158760624711103
1699,Total,2025-06-17 18:00:00,3,152.89851589406445
1700,A,2025-06-18 00:00:00,0,14.499905057297674
1701,B,2025-06-18 00:00:00,0,21.06226154669986
1702,C,2025-06-18 00:00:00,0,12.239674489960061
1703,D,2025-06-18 00:00:00,0,7.998768281477945
1704,Total,2025-06-18 00:00:00,0,57.353602586716875
1705,A,2025-06-18 06:00:00,1,28.457531203592293
1706,B,2025-06-18 06:00:00,1,39.039670440524624
1707,C,2025-06-18 06:00:00,1,22.860852322799587
1708,D,2025-06-18 06:00:00,1,16.97003057718305
1709,Total,2025-06-18 06:00:00,1,110.569158760156
1710,A,2025-06-18 12:00:00,2,41.894943557590615
1711,B,2025-06-18 12:00:00,2,56.89737933406435
1712,C,2025-06-18 12:00:00,2,33.9319281398897
1713,D,2025-06-18 12:00:00,2,25.92176714483446
1714,Total,2025-06-18 12:00:00,2,163.50874297036216
1715,A,2025-06-18 18:00:00,3,38.30397350166328
1716,B,2025-06-18 18:00:00,3,54.54752677029388
1717,C,2025-06-18 18:00:00,3,30.55509710725278
1718,D,2025-06-18 18:00:00,3,23.23311489559885
1719,Total,2025-06-18 18:00:00,3,151.12167402135628
1720,A,2025-06-19 00:00:00,0,13.956268712634788
1721,B,2025-06-19 00:00:00,0,20.406850557051367
1722,C,2025-06-19 00:00:00,0,11.853342488519475
1723,D,2025-06-19 00:00:00,0,7.686986383977478
1724,Total,2025-06-19 00:00:00,0,55.35891572669305
1725,A,2025-06-19 06:00:00,1,28.645038215057422
1726,B,2025-06-19 06:00:00,1,38.86436327481997
1727,C,2025-06-19 06:00:00,1,22.973015543149742
1728,D,2025-06-19 06:00:00,1,17.040676770646414
1729,Total,2025-06-19 06:00:00,1,110.8444672195397
1730,A,2025-06-19 12:00:00,2,42.42555172566844
1731,B,2025-06-19 12:00:00,2,56.44062261514188
1732,C,2025-06-19 12:00:00,2,33.91049331381531
1733,D,2025-06-19 12:00:00,2,25.656186122220273
1734,Total,2025-06-19 12:00:00,2,163.2882301979854
1735,A,2025-06-19 18:00:00,3,38.31642557075006
1736,B,2025-06-19 18:00:00,3,54.39165306862832
1737,C,2025-06-19 18:00:00,3,30.346770913533007
1738,D,2025-06-19 18:00:00,3,22.903783289093884
1739,Total,2025-06-19 18:00:00,3,150.25155116416897
1740,A,2025-06-20 00:00:00,0,14.12710474454215
1741,B,2025-06-20 00:00:00,0,21.330850776887463
1742,C,2025-06-20 00:00:00,0,12.406618054214347
1743,D,2025-06-20 00:00:00,0,8.187687283707143
1744,Total,2025-06-20 00:00:00,0,57.48109669636237
1745,A,2025-06-20 06:00:00,1,28.019045909080297
1746,B,2025-06-20 06:00:00,1,38.41626440478055
1747,C,2025-06-20 06:00:00,1,23.09099751878423
1748,D,2025-06-20 06:00:00,1,17.51749633876763
1749,Total,2025-06-20 06:00:00,1,110.37572860642926
1750,A,2025-06-20 12:00:00,2,42.76596532685293
1751,B,2025-06-20 12:00:00,2,56.77238676584613
1752,C,2025-06-20 12:00:00,2,34.31609419098226
1753,D,2025-06-20 12:00:00,2,26.208223440701442
1754,Total,2025-06-20 12:00:00,2,164.84935952822752
1755,A,2025-06-20 18:00:00,3,39.18270452912073
1756,B,2025-06-20 18:00:00,3,55.07728684889651
1757,C,2025-06-20 18:00:00,3,31.498497750385777
1758,D,2025-06-20 18:00:00,3,23.08313195902515
1759,Total,2025-06-20 18:00:00,3,153.1779558903419
1760,A,2025-06-21 00:00:00,0,16.181223855079097
1761,B,2025-06-21 00:00:00,0,23.610234454847685
1762,C,2025-06-21 00:00:00,0,13.386584967840026
1763,D,2025-06-21 00:00:00,0,9.157708493938662
1764,Total,2025-06-21 00:00:00,0,64.105876608376
1765,A,2025-06-21 06:00:00,1,27.270010590445807
1766,B,2025-06-21 06:00:00,1,37.35378398181849
1767,C,2025-06-21 06:00:00,1,21.562870699551855
1768,D,2025-06-21 06:00:00,1,16.73601924125293
1769,Total,2025-06-21 06:00:00,1,106.03365205625283
1770,A,2025-06-21 12:00:00,2,42.15811929683838
1771,B,2025-06-21 12:00:00,2,58.04978660797943
1772,C,2025-06-21 12:00:00,2,34.17833308487956
1773,D,2025-06-21 12:00:00,2,26.726483523223372
1774,Total,2025-06-21 12:00:00,2,165.75723074382114
1775,A,2025-06-21 18:00:00,3,40.14186210038586
1776,B,2025-06-21 18:00:00,3,59.45525013993952
1777,C,2025-06-21 18:00:00,3,33.23852204868751
1778,D,2025-06-21 18:00:00,3,24.10738759388286
1779,Total,2025-06-21 18:00:00,3,161.48713100957457
1780,A,2025-06-22 00:00:00,0,17.08043817839565
1781,B,2025-06-22 00:00:00,0,24.765497654892965
1782,C,2025-06-22 00:00:00,0,13.875429011815841
1783,D,2025-06-22 00:00:00,0,9.46429658974564
1784,Total,2025-06-22 00:00:00,0,66.91220106531911
1785,A,2025-06-22 06:00:00,1,27.85571984649852
1786,B,2025-06-22 06:00:00,1,39.92128906272197
1787,C,2025-06-22 06:00:00,1,22.23960889799247
1788,D,2025-06-22 06:00:00,1,17.116264105276652
1789,Total,2025-06-22 06:00:00,1,110.08060186677639
1790,A,2025-06-22 12:00:00,2,42.2944681075544
1791,B,2025-06-22 12:00:00,2,59.4346788329072
1792,C,2025-06-22 12:00:00,2,34.58875130881651
1793,D,2025-06-22 12:00:00,2,25.89842272827709
1794,Total,2025-06-22 12:00:00,2,166.87926624073592
1795,A,2025-06-22 18:00:00,3,40.00081336147695
1796,B,2025-06-22 18:00:00,3,58.848831605911236
1797,C,2025-06-22 18:00:00,3,33.06271732940142
1798,D,2025-06-22 18:00:00,3,23.983861260911215
1799,Total,2025-06-22 18:00:00,3,160.33530056334988
1800,A,2025-06-23 00:00:00,0,15.78737459366696
1801,B,2025-06-23 00:00:00,0,22.76844700945761
1802,C,2025-06-23 00:00:00,0,13.319591068112794
1803,D,2025-06-23 00:00:00,0,8.576115936253418
1804,Total,2025-06-23 00:00:00,0,62.00312357109331
1805,A,2025-06-23 06:00:00,1,31.77429966254476
1806,B,2025-06-23 06:00:00,1,43.99468983852579
1807,C,2025-06-23 06:00:00,1,25.40017451825341
1808,D,2025-06-23 06:00:00,1,18.93286791618361
1809,Total,2025-06-23 06:00:00,1,123.6497049430198
1810,A,2025-06-23 12:00:00,2,46.97516179096533
1811,B,2025-06-23 12:00:00,2,62.527759576354576
1812,C,2025-06-23 12:00:00,2,37.25029787368806
1813,D,2025-06-23 12:00:00,2,28.259161651918212
1814,Total,2025-06-23 12:00:00,2,180.06857256756396
1815,A,2025-06-23 18:00:00,3,40.64171060897249
1816,B,2025-06-23 18:00:00,3,57.515679306589846
1817,C,2025-06-23 18:00:00,3,32.28593428042454
1818,D,2025-06-23 18:00:00,3,24.118745500613116
1819,Total,2025-06-23 18:00:00,3,158.77401707316045
1820,A,2025-06-24 00:00:00,0,14.232425940882212
1821,B,2025-06-24 00:00:00,0,20.95101953659921
1822,C,2025-06-24 00:00:00,0,12.126975639104222
1823,D,2025-06-24 00:00:00,0,8.081212120309749
1824,Total,2025-06-24 00:00:00,0,56.802395022740896
1825,A,2025-06-24 06:00:00,1,28.605505958263777
1826,B,2025-06-24 06:00:00,1,40.09415903468959
1827,C,2025-06-24 06:00:00,1,23.221758333475965
1828,D,2025-06-24 06:00:00,1,17.3067716241809
1829,Total,2025-06-24 06:00:00,1,112.37641885231142
1830,A,2025-06-24 12:00:00,2,43.551397735572074
1831,B,2025-06-24 12:00:00,2,58.604708681824214
1832,C,2025-06-24 12:00:00,2,34.953620838504555
1833,D,2025-06-24 12:00:00,2,26.75165199794185
1834,Total,2025-06-24 12:00:00,2,168.3247715750139
1835,A,2025-06-24 18:00:00,3,39.25066947214798
1836,B,2025-06-24 18:00:00,3,55.56617296588684
1837,C,2025-06-24 18:00:00,3,31.593564988559685
1838,D,2025-06-24 18:00:00,3,23.533739200821312
1839,Total,2025-06-24 18:00:00,3,154.11109982008492
1840,A,2025-06-25 00:00:00,0,14.473954991314537
1841,B,2025-06-25 00:00:00,0,21.569812960507633
1842,C,2025-06-25 00:00:00,0,12.417017648989718
1843,D,2025-06-25 00:00:00,0,8.02262064599308
1844,Total,2025-06-25 00:00:00,0,57.894802139539685
1845,A,2025-06-25 06:00:00,1,28.175495266782846
1846,B,2025-06-25 06:00:00,1,38.800161210653464
1847,C,2025-06-25 06:00:00,1,22.591258702612542
1848,D,2025-06-25 06:00:00,1,16.85928186993351
1849,Total,2025-06-25 06:00:00,1,109.33445308094792
1850,A,2025-06-25 12:00:00,2,42.28836141779085
1851,B,2025-06-25 12:00:00,2,57.155498639893885
1852,C,2025-06-25 12:00:00,2,34.11023498726294
1853,D,2025-06-25 12:00:00,2,26.313381228563355
1854,Total,2025-06-25 12:00:00,2,164.3115476152959
1855,A,2025-06-25 18:00:00,3,38.62710519247428
1856,B,2025-06-25 18:00:00,3,55.381348928594434
1857,C,2025-06-25 18:00:00,3,30.82089145936436
1858,D,2025-06-25 18:00:00,3,23.247238123775443
1859,Total,2025-06-25 18:00:00,3,152.14548545440627
1860,A,2025-06-26 00:00:00,0,13.909380863453272
1861,B,2025-06-26 00:00:00,0,20.331608141132982
1862,C,2025-06-26 00:00:00,0,11.925789275571919
1863,D,2025-06-26 00:00:00,0,7.736567194296131
1864,Total,2025-06-26 00:00:00,0,55.13232565543001
1865,A,2025-06-26 06:00:00,1,28.36936075851992
1866,B,2025-06-26 06:00:00,1,38.92560795736147
1867,C,2025-06-26 06:00:00,1,22.803326797541743
1868,D,2025-06-26 06:00:00,1,17.24098621117599
1869,Total,2025-06-26 06:00:00,1,110.29192007429934
1870,A,2025-06-26 12:00:00,2,42.57204864282877
1871,B,2025-06-26 12:00:00,2,56.40365285977253
1872,C,2025-06-26 12:00:00,2,33.954095303566696
1873,D,2025-06-26 12:00:00,2,25.7107303287556
1874,Total,2025-06-26 12:00:00,2,162.98768735765324
1875,A,2025-06-26 18:00:00,3,38.710824288446084
1876,B,2025-06-26 18:00:00,3,54.78941889137803
1877,C,2025-06-26 18:00:00,3,30.764536368626647
1878,D,2025-06-26 18:00:00,3,23.19214383814428
1879,Total,2025-06-26 18:00:00,3,151.2970557429931
1880,A,2025-06-27 00:00:00,0,14.06680828622489
1881,B,2025-06-27 00:00:00,0,21.675213496862963
1882,C,2025-06-27 00:00:00,0,12.394154596171482
1883,D,2025-06-27 00:00:00,0,8.224749941523477
1884,Total,2025-06-27 00:00:00,0,57.57020437034899
1885,A,2025-06-27 06:00:00,1,28.172614185355574
1886,B,2025-06-27 06:00:00,1,38.57171842396724
1887,C,2025-06-27 06:00:00,1,22.994569420303453
1888,D,2025-06-27 06:00:00,1,17.574694713855607
1889,Total,2025-06-27 06:00:00,1,110.24666400868483
1890,A,2025-06-27 12:00:00,2,42.817845906163306
1891,B,2025-06-27 12:00:00,2,56.761754588647314
1892,C,2025-06-27 12:00:00,2,34.54854294681181
1893,D,2025-06-27 12:00:00,2,26.5605882074511
1894,Total,2025-06-27 12:00:00,2,164.9148939904236
1895,A,2025-06-27 18:00:00,3,39.20439686770106
1896,B,2025-06-27 18:00:00,3,55.3206946115486
1897,C,2025-06-27 18:00:00,3,31.78370342563554
1898,D,2025-06-27 18:00:00,3,23.029544503594845
1899,Total,2025-06-27 18:00:00,3,153.14768230557877
1900,A,2025-06-28 00:00:00,0,16.39353188696624
1901,B,2025-06-28 00:00:00,0,23.73179433487644
1902,C,2025-06-28 00:00:00,0,13.406458294772419
1903,D,2025-06-28 00:00:00,0,9.357019639673952
1904,Total,2025-06-28 00:00:00,0,64.42391748214236
1905,A,2025-06-28 06:00:00,1,27.314267007474086
1906,B,2025-06-28 06:00:00,1,37.72429435890142
1907,C,2025-06-28 06:00:00,1,21.598914697941407
1908,D,2025-06-28 06:00:00,1,17.09552922403521
1909,Total,2025-06-28 06:00:00,1,106.47359913063723
1910,A,2025-06-28 12:00:00,2,42.346199996801474
1911,B,2025-06-28 12:00:00,2,58.300168692747086
1912,C,2025-06-28 12:00:00,2,34.26619906986977
1913,D,2025-06-28 12:00:00,2,26.710651429844336
1914,Total,2025-06-28 12:00:00,2,165.65719657488933
1915,A,2025-06-28 18:00:00,3,40.48275733035389
1916,B,2025-06-28 18:00:00,3,59.58394031312812
1917,C,2025-06-28 18:00:00,3,33.71108373038123
1918,D,2025-06-28 18:00:00,3,24.42514817860588
1919,Total,2025-06-28 18:00:00,3,162.19138867799631
1920,A,2025-06-29 00:00:00,0,16.822012719848136
1921,B,2025-06-29 00:00:00,0,25.016003039517024
1922,C,2025-06-29 00:00:00,0,13.74746437865734
1923,D,2025-06-29 00:00:00,0,9.459475790364028
1924,Total,2025-06-29 00:00:00,0,66.51600105318965
1925,A,2025-06-29 06:00:00,1,28.086645302411934
1926,B,2025-06-29 06:00:00,1,39.91530800933641
1927,C,2025-06-29 06:00:00,1,22.208569376172417
1928,D,2025-06-29 06:00:00,1,17.30452551052711
1929,Total,2025-06-29 06:00:00,1,110.04370023157158
1930,A,2025-06-29 12:00:00,2,42.82408774634462
1931,B,2025-06-29 12:00:00,2,60.13471326025015
1932,C,2025-06-29 12:00:00,2,35.08646027350162
1933,D,2025-06-29 12:00:00,2,26.32642861468064
1934,Total,2025-06-29 12:00:00,2,168.4244384205969
1935,A,2025-06-29 18:00:00,3,39.956235933577425
1936,B,2025-06-29 18:00:00,3,59.234651522523066
1937,C,2025-06-29 18:00:00,3,33.120038111448885
1938,D,2025-06-29 18:00:00,3,23.926384422179353
1939,Total,2025-06-29 18:00:00,3,160.05944276562823
1940,A,2025-06-30 00:00:00,0,15.732871409945298
1941,B,2025-06-30 00:00:00,0,22.543828947261126
1942,C,2025-06-30 00:00:00,0,13.308902124843232
1943,D,2025-06-30 00:00:00,0,8.852190142744982
1944,Total,2025-06-30 00:00:00,0,61.68631021344189
1945,A,2025-06-30 06:00:00,1,31.78983777639555
1946,B,2025-06-30 06:00:00,1,44.14750798415668
1947,C,2025-06-30 06:00:00,1,25.26732650694231
1948,D,2025-06-30 06:00:00,1,19.097685573323183
1949,Total,2025-06-30 06:00:00,1,123.30023902485858
1950,A,2025-06-30 12:00:00,2,47.3336049007868
1951,B,2025-06-30 12:00:00,2,62.91343914143178
1952,C,2025-06-30 12:00:00,2,37.575758919595025
1953,D,2025-06-30 12:00:00,2,28.284473511398968
1954,Total,2025-06-30 12:00:00,2,180.40157902900012
1955,A,2025-06-30 18:00:00,3,40.86113577606518
1956,B,2025-06-30 18:00:00,3,58.03566397228626
1957,C,2025-06-30 18:00:00,3,32.443341813562775
1958,D,2025-06-30 18:00:00,3,24.437601749055876
1959,Total,2025-06-30 18:00:00,3,159.33296032108555
1960,A,2025-07-01 00:00:00,0,14.151367045504344
1961,B,2025-07-01 00:00:00,0,21.1157637252533
1962,C,2025-07-01 00:00:00,0,11.933903107542644
1963,D,2025-07-01 00:00:00,0,8.07242075920278
1964,Total,2025-07-01 00:00:00,0,56.43163562179115
1965,A,2025-07-01 06:00:00,1,28.770251662068485
1966,B,2025-07-01 06:00:00,1,40.057530321157444
1967,C,2025-07-01 06:00:00,1,23.304596162386463
1968,D,2025-07-01 06:00:00,1,17.45054846528517
1969,Total,2025-07-01 06:00:00,1,112.29805235443966
1970,A,2025-07-01 12:00:00,2,43.60390693657825
1971,B,2025-07-01 12:00:00,2,58.83467221430084
1972,C,2025-07-01 12:00:00,2,35.17191461837432
1973,D,2025-07-01 12:00:00,2,26.995447046668414
1974,Total,2025-07-01 12:00:00,2,168.4402097628515
1975,A,2025-07-01 18:00:00,3,39.49361475933903
1976,B,2025-07-01 18:00:00,3,56.15249619109775
1977,C,2025-07-01 18:00:00,3,31.590297036859557
1978,D,2025-07-01 18:00:00,3,23.54192516349162
1979,Total,2025-07-01 18:00:00,3,154.37796864750547
1980,A,2025-07-02 00:00:00,0,14.693982749402442
1981,B,2025-07-02 00:00:00,0,21.727631134501745
1982,C,2025-07-02 00:00:00,0,12.31165851909256
1983,D,2025-07-02 00:00:00,0,8.302842159150076
1984,Total,2025-07-02 00:00:00,0,58.2578956003144
1985,A,2025-07-02 06:00:00,1,28.171992710923384
1986,B,2025-07-02 06:00:00,1,39.18930135156122
1987,C,2025-07-02 06:00:00,1,22.742351603978864
1988,D,2025-07-02 06:00:00,1,16.925263128909652
1989,Total,2025-07-02 06:00:00,1,109.52749687503874
1990,A,2025-07-02 12:00:00,2,42.543504345493055
1991,B,2025-07-02 12:00:00,2,57.23546666971188
1992,C,2025-07-02 12:00:00,2,34.194411755135285
1993,D,2025-07-02 12:00:00,2,26.216767899947524
1994,Total,2025-07-02 12:00:00,2,164.00381590390108
1995,A,2025-07-02 18:00:00,3,38.67804329816952
1996,B,2025-07-02 18:00:00,3,55.537555751593736
1997,C,2025-07-02 18:00:00,3,30.890454542334737
1998,D,2025-07-02 18:00:00,3,23.475867000657875
1999,Total,2025-07-02 18:00:00,3,152.07286627752623
2000,A,2025-07-03 00:00:00,0,13.772377064921503
2001,B,2025-07-03 00:00:00,0,20.65396582140515
2002,C,2025-07-03 00:00:00,0,11.67063538566368
2003,D,2025-07-03 00:00:00,0,7.63793972183103
2004,Total,2025-07-03 00:00:00,0,54.78705348265796
2005,A,2025-07-03 06:00:00,1,28.864102477096328
2006,B,2025-07-03 06:00:00,1,39.19766493469804
2007,C,2025-07-03 06:00:00,1,23.1134185020899
2008,D,2025-07-03 06:00:00,1,17.45501708161781
2009,Total,2025-07-03 06:00:00,1,111.24030968158705
2010,A,2025-07-03 12:00:00,2,42.78055820568711
2011,B,2025-07-03 12:00:00,2,56.922505677177476
2012,C,2025-07-03 12:00:00,2,34.2273279628933
2013,D,2025-07-03 12:00:00,2,25.922536186867823
2014,Total,2025-07-03 12:00:00,2,163.69807672816796
