Date,unique_entry_per_day,total_encounters,total_admissions
2023-06-26 06:00:00,108,116,30
2023-06-26 12:00:00,156,179,57
2023-06-26 18:00:00,132,145,41
2023-06-27 00:00:00,59,64,14
2023-06-27 06:00:00,102,115,41
2023-06-27 12:00:00,148,165,53
2023-06-27 18:00:00,155,168,48
2023-06-28 00:00:00,42,43,6
2023-06-28 06:00:00,113,123,27
2023-06-28 12:00:00,146,155,52
2023-06-28 18:00:00,139,150,41
2023-06-29 00:00:00,50,56,12
2023-06-29 06:00:00,98,105,35
2023-06-29 12:00:00,155,171,59
2023-06-29 18:00:00,141,152,36
2023-06-30 00:00:00,47,51,15
2023-06-30 06:00:00,95,101,27
2023-06-30 12:00:00,149,158,52
2023-06-30 18:00:00,141,161,32
2023-07-01 00:00:00,67,70,25
2023-07-01 06:00:00,94,104,27
2023-07-01 12:00:00,131,141,41
2023-07-01 18:00:00,149,163,39
2023-07-02 00:00:00,51,54,13
2023-07-02 06:00:00,118,126,35
2023-07-02 12:00:00,139,153,26
2023-07-02 18:00:00,172,187,36
2023-07-03 00:00:00,57,58,17
2023-07-03 06:00:00,110,114,24
2023-07-03 12:00:00,152,174,60
2023-07-03 18:00:00,118,127,36
2023-07-04 00:00:00,56,57,8
2023-07-04 06:00:00,91,94,24
2023-07-04 12:00:00,118,128,42
2023-07-04 18:00:00,140,154,39
2023-07-05 00:00:00,71,74,19
2023-07-05 06:00:00,110,123,32
2023-07-05 12:00:00,157,174,64
2023-07-05 18:00:00,121,123,28
2023-07-06 00:00:00,64,65,14
2023-07-06 06:00:00,103,108,34
2023-07-06 12:00:00,150,162,51
2023-07-06 18:00:00,134,144,33
2023-07-07 00:00:00,48,49,16
2023-07-07 06:00:00,91,101,37
2023-07-07 12:00:00,150,162,53
2023-07-07 18:00:00,122,133,23
2023-07-08 00:00:00,57,63,14
2023-07-08 06:00:00,91,100,21
2023-07-08 12:00:00,158,168,38
2023-07-08 18:00:00,161,170,33
2023-07-09 00:00:00,68,71,21
2023-07-09 06:00:00,113,124,26
2023-07-09 12:00:00,163,181,58
2023-07-09 18:00:00,149,164,34
2023-07-10 00:00:00,51,53,12
2023-07-10 06:00:00,117,129,42
2023-07-10 12:00:00,148,162,53
2023-07-10 18:00:00,146,158,36
2023-07-11 00:00:00,44,46,8
2023-07-11 06:00:00,86,98,25
2023-07-11 12:00:00,135,156,54
2023-07-11 18:00:00,162,179,40
2023-07-12 00:00:00,58,62,10
2023-07-12 06:00:00,90,93,29
2023-07-12 12:00:00,155,164,62
2023-07-12 18:00:00,133,142,37
2023-07-13 00:00:00,57,60,21
2023-07-13 06:00:00,107,117,35
2023-07-13 12:00:00,146,157,54
2023-07-13 18:00:00,152,163,41
2023-07-14 00:00:00,64,67,18
2023-07-14 06:00:00,112,122,39
2023-07-14 12:00:00,143,160,45
2023-07-14 18:00:00,138,152,33
2023-07-15 00:00:00,63,66,14
2023-07-15 06:00:00,74,75,21
2023-07-15 12:00:00,133,146,41
2023-07-15 18:00:00,148,160,35
2023-07-16 00:00:00,46,48,7
2023-07-16 06:00:00,86,94,24
2023-07-16 12:00:00,167,181,51
2023-07-16 18:00:00,122,132,39
2023-07-17 00:00:00,47,49,13
2023-07-17 06:00:00,118,123,34
2023-07-17 12:00:00,150,165,50
2023-07-17 18:00:00,165,176,40
2023-07-18 00:00:00,55,56,15
2023-07-18 06:00:00,118,123,35
2023-07-18 12:00:00,140,149,46
2023-07-18 18:00:00,151,171,47
2023-07-19 00:00:00,44,47,13
2023-07-19 06:00:00,101,107,34
2023-07-19 12:00:00,169,187,70
2023-07-19 18:00:00,137,148,32
2023-07-20 00:00:00,54,60,15
2023-07-20 06:00:00,116,121,34
2023-07-20 12:00:00,151,162,59
2023-07-20 18:00:00,130,141,33
2023-07-21 00:00:00,42,44,15
2023-07-21 06:00:00,99,116,36
2023-07-21 12:00:00,138,148,41
2023-07-21 18:00:00,131,137,30
2023-07-22 00:00:00,52,55,19
2023-07-22 06:00:00,83,85,21
2023-07-22 12:00:00,125,134,38
2023-07-22 18:00:00,134,151,36
2023-07-23 00:00:00,65,65,22
2023-07-23 06:00:00,114,121,38
2023-07-23 12:00:00,141,157,43
2023-07-23 18:00:00,149,160,43
2023-07-24 00:00:00,51,52,10
2023-07-24 06:00:00,106,110,27
2023-07-24 12:00:00,169,186,62
2023-07-24 18:00:00,147,157,31
2023-07-25 00:00:00,52,57,10
2023-07-25 06:00:00,107,115,29
2023-07-25 12:00:00,130,141,40
2023-07-25 18:00:00,150,166,38
2023-07-26 00:00:00,56,57,17
2023-07-26 06:00:00,114,124,39
2023-07-26 12:00:00,152,167,53
2023-07-26 18:00:00,140,155,33
2023-07-27 00:00:00,47,49,15
2023-07-27 06:00:00,111,126,41
2023-07-27 12:00:00,133,146,47
2023-07-27 18:00:00,140,155,35
2023-07-28 00:00:00,40,43,8
2023-07-28 06:00:00,94,100,29
2023-07-28 12:00:00,157,176,63
2023-07-28 18:00:00,132,149,40
2023-07-29 00:00:00,65,69,13
2023-07-29 06:00:00,89,101,40
2023-07-29 12:00:00,123,140,36
2023-07-29 18:00:00,138,147,34
2023-07-30 00:00:00,69,71,20
2023-07-30 06:00:00,112,121,41
2023-07-30 12:00:00,168,178,49
2023-07-30 18:00:00,139,154,38
2023-07-31 00:00:00,56,57,5
2023-07-31 06:00:00,126,135,40
2023-07-31 12:00:00,133,145,53
2023-07-31 18:00:00,151,165,35
2023-08-01 00:00:00,50,52,13
2023-08-01 06:00:00,98,108,32
2023-08-01 12:00:00,135,149,53
2023-08-01 18:00:00,119,122,26
2023-08-02 00:00:00,52,52,20
2023-08-02 06:00:00,107,113,22
2023-08-02 12:00:00,145,166,51
2023-08-02 18:00:00,142,150,32
2023-08-03 00:00:00,67,68,23
2023-08-03 06:00:00,122,130,38
2023-08-03 12:00:00,154,173,52
2023-08-03 18:00:00,128,148,36
2023-08-04 00:00:00,57,62,11
2023-08-04 06:00:00,106,114,38
2023-08-04 12:00:00,167,179,52
2023-08-04 18:00:00,138,146,33
2023-08-05 00:00:00,62,64,14
2023-08-05 06:00:00,102,115,28
2023-08-05 12:00:00,132,140,36
2023-08-05 18:00:00,136,149,31
2023-08-06 00:00:00,59,59,23
2023-08-06 06:00:00,99,109,31
2023-08-06 12:00:00,142,153,35
2023-08-06 18:00:00,152,164,51
2023-08-07 00:00:00,56,58,17
2023-08-07 06:00:00,122,128,34
2023-08-07 12:00:00,174,190,59
2023-08-07 18:00:00,177,185,46
2023-08-08 00:00:00,46,48,12
2023-08-08 06:00:00,100,113,30
2023-08-08 12:00:00,174,195,54
2023-08-08 18:00:00,155,167,45
2023-08-09 00:00:00,60,62,15
2023-08-09 06:00:00,101,107,43
2023-08-09 12:00:00,132,144,46
2023-08-09 18:00:00,145,159,43
2023-08-10 00:00:00,62,64,23
2023-08-10 06:00:00,99,104,32
2023-08-10 12:00:00,162,173,49
2023-08-10 18:00:00,123,131,39
2023-08-11 00:00:00,52,54,14
2023-08-11 06:00:00,95,103,37
2023-08-11 12:00:00,150,166,57
2023-08-11 18:00:00,133,141,31
2023-08-12 00:00:00,52,53,16
2023-08-12 06:00:00,94,97,29
2023-08-12 12:00:00,134,140,36
2023-08-12 18:00:00,142,155,42
2023-08-13 00:00:00,70,74,17
2023-08-13 06:00:00,89,94,19
2023-08-13 12:00:00,135,154,44
2023-08-13 18:00:00,156,169,35
2023-08-14 00:00:00,60,65,19
2023-08-14 06:00:00,116,135,48
2023-08-14 12:00:00,147,163,49
2023-08-14 18:00:00,148,162,36
2023-08-15 00:00:00,54,57,11
2023-08-15 06:00:00,96,100,25
2023-08-15 12:00:00,156,174,56
2023-08-15 18:00:00,158,178,45
2023-08-16 00:00:00,55,57,11
2023-08-16 06:00:00,103,111,29
2023-08-16 12:00:00,150,171,52
2023-08-16 18:00:00,127,139,39
2023-08-17 00:00:00,56,61,20
2023-08-17 06:00:00,94,101,33
2023-08-17 12:00:00,151,162,55
2023-08-17 18:00:00,162,167,47
2023-08-18 00:00:00,58,61,20
2023-08-18 06:00:00,116,129,36
2023-08-18 12:00:00,157,177,51
2023-08-18 18:00:00,149,157,34
2023-08-19 00:00:00,75,82,17
2023-08-19 06:00:00,100,110,36
2023-08-19 12:00:00,143,157,46
2023-08-19 18:00:00,149,158,32
2023-08-20 00:00:00,65,66,21
2023-08-20 06:00:00,101,110,30
2023-08-20 12:00:00,141,164,45
2023-08-20 18:00:00,156,173,29
2023-08-21 00:00:00,60,64,12
2023-08-21 06:00:00,114,124,34
2023-08-21 12:00:00,158,178,51
2023-08-21 18:00:00,141,153,31
2023-08-22 00:00:00,46,47,11
2023-08-22 06:00:00,105,120,38
2023-08-22 12:00:00,140,150,39
2023-08-22 18:00:00,140,153,41
2023-08-23 00:00:00,49,53,13
2023-08-23 06:00:00,115,121,39
2023-08-23 12:00:00,159,169,55
2023-08-23 18:00:00,141,158,36
2023-08-24 00:00:00,50,52,10
2023-08-24 06:00:00,107,111,35
2023-08-24 12:00:00,137,148,51
2023-08-24 18:00:00,128,147,37
2023-08-25 00:00:00,56,58,17
2023-08-25 06:00:00,120,125,31
2023-08-25 12:00:00,133,139,37
2023-08-25 18:00:00,155,177,35
2023-08-26 00:00:00,41,43,10
2023-08-26 06:00:00,102,111,40
2023-08-26 12:00:00,141,147,40
2023-08-26 18:00:00,156,170,37
2023-08-27 00:00:00,76,78,20
2023-08-27 06:00:00,111,115,26
2023-08-27 12:00:00,144,161,52
2023-08-27 18:00:00,116,134,35
2023-08-28 00:00:00,44,45,10
2023-08-28 06:00:00,119,134,51
2023-08-28 12:00:00,153,167,52
2023-08-28 18:00:00,151,169,39
2023-08-29 00:00:00,42,46,15
2023-08-29 06:00:00,113,124,38
2023-08-29 12:00:00,168,192,50
2023-08-29 18:00:00,151,169,47
2023-08-30 00:00:00,52,55,16
2023-08-30 06:00:00,126,138,42
2023-08-30 12:00:00,146,156,48
2023-08-30 18:00:00,119,124,27
2023-08-31 00:00:00,54,58,17
2023-08-31 06:00:00,122,130,33
2023-08-31 12:00:00,173,190,58
2023-08-31 18:00:00,147,161,37
2023-09-01 00:00:00,52,58,19
2023-09-01 06:00:00,97,104,26
2023-09-01 12:00:00,182,200,56
2023-09-01 18:00:00,151,160,35
2023-09-02 00:00:00,59,60,9
2023-09-02 06:00:00,105,116,34
2023-09-02 12:00:00,151,161,40
2023-09-02 18:00:00,144,155,45
2023-09-03 00:00:00,57,58,18
2023-09-03 06:00:00,121,128,38
2023-09-03 12:00:00,145,158,51
2023-09-03 18:00:00,162,184,36
2023-09-04 00:00:00,56,56,20
2023-09-04 06:00:00,116,129,35
2023-09-04 12:00:00,179,194,45
2023-09-04 18:00:00,144,163,42
2023-09-05 00:00:00,59,61,19
2023-09-05 06:00:00,111,121,30
2023-09-05 12:00:00,148,166,57
2023-09-05 18:00:00,138,156,36
2023-09-06 00:00:00,59,59,15
2023-09-06 06:00:00,123,130,34
2023-09-06 12:00:00,146,154,40
2023-09-06 18:00:00,145,154,27
2023-09-07 00:00:00,50,53,14
2023-09-07 06:00:00,115,124,40
2023-09-07 12:00:00,153,170,50
2023-09-07 18:00:00,144,156,34
2023-09-08 00:00:00,40,42,13
2023-09-08 06:00:00,115,127,40
2023-09-08 12:00:00,152,174,65
2023-09-08 18:00:00,139,153,36
2023-09-09 00:00:00,60,61,14
2023-09-09 06:00:00,104,112,33
2023-09-09 12:00:00,148,160,52
2023-09-09 18:00:00,151,160,31
2023-09-10 00:00:00,57,59,16
2023-09-10 06:00:00,95,105,34
2023-09-10 12:00:00,149,159,36
2023-09-10 18:00:00,143,151,32
2023-09-11 00:00:00,50,52,18
2023-09-11 06:00:00,115,124,29
2023-09-11 12:00:00,140,157,52
2023-09-11 18:00:00,141,155,32
2023-09-12 00:00:00,58,58,19
2023-09-12 06:00:00,102,110,25
2023-09-12 12:00:00,146,165,49
2023-09-12 18:00:00,154,167,46
2023-09-13 00:00:00,55,58,14
2023-09-13 06:00:00,118,127,34
2023-09-13 12:00:00,142,158,45
2023-09-13 18:00:00,137,149,34
2023-09-14 00:00:00,58,59,12
2023-09-14 06:00:00,123,128,32
2023-09-14 12:00:00,150,166,57
2023-09-14 18:00:00,130,139,31
2023-09-15 00:00:00,45,49,12
2023-09-15 06:00:00,88,99,24
2023-09-15 12:00:00,162,174,52
2023-09-15 18:00:00,148,164,42
2023-09-16 00:00:00,54,59,21
2023-09-16 06:00:00,103,110,24
2023-09-16 12:00:00,148,152,43
2023-09-16 18:00:00,137,151,42
2023-09-17 00:00:00,69,72,18
2023-09-17 06:00:00,82,85,20
2023-09-17 12:00:00,144,155,35
2023-09-17 18:00:00,155,164,46
2023-09-18 00:00:00,55,60,19
2023-09-18 06:00:00,127,135,36
2023-09-18 12:00:00,153,171,46
2023-09-18 18:00:00,142,153,41
2023-09-19 00:00:00,44,46,15
2023-09-19 06:00:00,135,145,44
2023-09-19 12:00:00,152,173,50
2023-09-19 18:00:00,151,164,33
2023-09-20 00:00:00,60,61,15
2023-09-20 06:00:00,110,121,32
2023-09-20 12:00:00,131,146,48
2023-09-20 18:00:00,129,143,44
2023-09-21 00:00:00,52,56,16
2023-09-21 06:00:00,106,118,32
2023-09-21 12:00:00,156,167,55
2023-09-21 18:00:00,142,149,41
2023-09-22 00:00:00,47,50,15
2023-09-22 06:00:00,106,120,31
2023-09-22 12:00:00,138,150,50
2023-09-22 18:00:00,144,157,48
2023-09-23 00:00:00,60,62,13
2023-09-23 06:00:00,105,111,30
2023-09-23 12:00:00,152,170,46
2023-09-23 18:00:00,132,146,32
2023-09-24 00:00:00,60,64,16
2023-09-24 06:00:00,103,112,34
2023-09-24 12:00:00,137,147,47
2023-09-24 18:00:00,123,136,22
2023-09-25 00:00:00,61,67,21
2023-09-25 06:00:00,121,132,40
2023-09-25 12:00:00,189,206,47
2023-09-25 18:00:00,129,144,22
2023-09-26 00:00:00,52,53,13
2023-09-26 06:00:00,110,121,28
2023-09-26 12:00:00,150,169,50
2023-09-26 18:00:00,143,155,30
2023-09-27 00:00:00,58,61,14
2023-09-27 06:00:00,108,123,27
2023-09-27 12:00:00,142,157,37
2023-09-27 18:00:00,146,158,47
2023-09-28 00:00:00,44,44,14
2023-09-28 06:00:00,113,122,34
2023-09-28 12:00:00,155,170,57
2023-09-28 18:00:00,125,134,25
2023-09-29 00:00:00,41,44,11
2023-09-29 06:00:00,99,105,41
2023-09-29 12:00:00,148,159,62
2023-09-29 18:00:00,134,145,33
2023-09-30 00:00:00,57,59,15
2023-09-30 06:00:00,107,116,23
2023-09-30 12:00:00,128,138,35
2023-09-30 18:00:00,143,162,46
2023-10-01 00:00:00,53,59,11
2023-10-01 06:00:00,92,97,27
2023-10-01 12:00:00,167,180,47
2023-10-01 18:00:00,147,166,37
2023-10-02 00:00:00,54,58,12
2023-10-02 06:00:00,125,137,36
2023-10-02 12:00:00,148,161,58
2023-10-02 18:00:00,125,134,35
2023-10-03 00:00:00,45,47,11
2023-10-03 06:00:00,112,122,29
2023-10-03 12:00:00,154,176,56
2023-10-03 18:00:00,133,139,33
2023-10-04 00:00:00,53,54,15
2023-10-04 06:00:00,96,104,23
2023-10-04 12:00:00,126,134,51
2023-10-04 18:00:00,124,134,34
2023-10-05 00:00:00,53,55,14
2023-10-05 06:00:00,111,117,39
2023-10-05 12:00:00,129,142,52
2023-10-05 18:00:00,110,121,33
2023-10-06 00:00:00,45,45,9
2023-10-06 06:00:00,93,101,24
2023-10-06 12:00:00,146,157,36
2023-10-06 18:00:00,142,157,36
2023-10-07 00:00:00,73,73,18
2023-10-07 06:00:00,93,97,27
2023-10-07 12:00:00,153,166,36
2023-10-07 18:00:00,135,150,39
2023-10-08 00:00:00,57,60,16
2023-10-08 06:00:00,126,129,30
2023-10-08 12:00:00,161,172,49
2023-10-08 18:00:00,144,155,35
2023-10-09 00:00:00,42,43,8
2023-10-09 06:00:00,133,142,42
2023-10-09 12:00:00,180,199,64
2023-10-09 18:00:00,145,155,46
2023-10-10 00:00:00,52,53,18
2023-10-10 06:00:00,97,104,31
2023-10-10 12:00:00,137,147,49
2023-10-10 18:00:00,132,138,34
2023-10-11 00:00:00,41,44,12
2023-10-11 06:00:00,99,108,33
2023-10-11 12:00:00,174,189,67
2023-10-11 18:00:00,144,156,36
2023-10-12 00:00:00,58,59,16
2023-10-12 06:00:00,110,120,39
2023-10-12 12:00:00,131,144,41
2023-10-12 18:00:00,124,133,33
2023-10-13 00:00:00,49,49,11
2023-10-13 06:00:00,118,130,42
2023-10-13 12:00:00,137,149,49
2023-10-13 18:00:00,122,126,30
2023-10-14 00:00:00,60,62,19
2023-10-14 06:00:00,86,90,21
2023-10-14 12:00:00,152,156,34
2023-10-14 18:00:00,139,153,47
2023-10-15 00:00:00,59,63,16
2023-10-15 06:00:00,96,104,31
2023-10-15 12:00:00,151,164,38
2023-10-15 18:00:00,149,156,33
2023-10-16 00:00:00,49,54,17
2023-10-16 06:00:00,111,120,40
2023-10-16 12:00:00,158,173,52
2023-10-16 18:00:00,134,153,41
2023-10-17 00:00:00,40,42,6
2023-10-17 06:00:00,113,127,45
2023-10-17 12:00:00,163,177,62
2023-10-17 18:00:00,137,150,40
2023-10-18 00:00:00,41,46,10
2023-10-18 06:00:00,110,116,36
2023-10-18 12:00:00,165,177,57
2023-10-18 18:00:00,123,130,34
2023-10-19 00:00:00,43,45,13
2023-10-19 06:00:00,104,112,37
2023-10-19 12:00:00,134,143,41
2023-10-19 18:00:00,140,148,34
2023-10-20 00:00:00,57,58,15
2023-10-20 06:00:00,97,107,33
2023-10-20 12:00:00,151,170,53
2023-10-20 18:00:00,125,133,32
2023-10-21 00:00:00,53,58,20
2023-10-21 06:00:00,84,91,32
2023-10-21 12:00:00,133,146,45
2023-10-21 18:00:00,116,127,36
2023-10-22 00:00:00,61,67,19
2023-10-22 06:00:00,103,110,46
2023-10-22 12:00:00,150,158,44
2023-10-22 18:00:00,119,126,28
2023-10-23 00:00:00,54,54,11
2023-10-23 06:00:00,104,114,34
2023-10-23 12:00:00,164,181,56
2023-10-23 18:00:00,127,141,31
2023-10-24 00:00:00,53,56,18
2023-10-24 06:00:00,99,106,24
2023-10-24 12:00:00,146,159,42
2023-10-24 18:00:00,146,162,36
2023-10-25 00:00:00,45,49,14
2023-10-25 06:00:00,101,111,32
2023-10-25 12:00:00,152,167,49
2023-10-25 18:00:00,131,145,36
2023-10-26 00:00:00,50,50,17
2023-10-26 06:00:00,116,123,42
2023-10-26 12:00:00,135,148,55
2023-10-26 18:00:00,114,124,35
2023-10-27 00:00:00,46,48,18
2023-10-27 06:00:00,103,114,30
2023-10-27 12:00:00,138,154,54
2023-10-27 18:00:00,124,131,35
2023-10-28 00:00:00,40,41,8
2023-10-28 06:00:00,79,82,25
2023-10-28 12:00:00,125,139,47
2023-10-28 18:00:00,115,121,28
2023-10-29 00:00:00,61,62,12
2023-10-29 06:00:00,90,101,20
2023-10-29 12:00:00,163,175,54
2023-10-29 18:00:00,109,114,27
2023-10-30 00:00:00,44,48,16
2023-10-30 06:00:00,104,114,29
2023-10-30 12:00:00,142,163,57
2023-10-30 18:00:00,116,122,34
2023-10-31 00:00:00,46,50,16
2023-10-31 06:00:00,97,110,32
2023-10-31 12:00:00,132,147,50
2023-10-31 18:00:00,114,122,36
2023-11-01 00:00:00,38,41,13
2023-11-01 06:00:00,92,97,31
2023-11-01 12:00:00,141,157,49
2023-11-01 18:00:00,139,153,30
2023-11-02 00:00:00,55,59,11
2023-11-02 06:00:00,103,109,26
2023-11-02 12:00:00,152,162,43
2023-11-02 18:00:00,137,145,23
2023-11-03 00:00:00,55,59,7
2023-11-03 06:00:00,97,105,24
2023-11-03 12:00:00,145,167,47
2023-11-03 18:00:00,129,136,43
2023-11-04 00:00:00,63,65,12
2023-11-04 06:00:00,99,102,32
2023-11-04 12:00:00,147,156,41
2023-11-04 18:00:00,134,144,34
2023-11-05 00:00:00,64,65,19
2023-11-05 06:00:00,104,112,29
2023-11-05 12:00:00,144,152,41
2023-11-05 18:00:00,125,135,37
2023-11-06 00:00:00,66,67,18
2023-11-06 06:00:00,114,123,42
2023-11-06 12:00:00,170,191,68
2023-11-06 18:00:00,133,136,26
2023-11-07 00:00:00,43,43,15
2023-11-07 06:00:00,103,116,34
2023-11-07 12:00:00,140,162,47
2023-11-07 18:00:00,123,137,33
2023-11-08 00:00:00,55,58,14
2023-11-08 06:00:00,122,130,39
2023-11-08 12:00:00,145,157,50
2023-11-08 18:00:00,127,145,40
2023-11-09 00:00:00,55,57,8
2023-11-09 06:00:00,109,121,33
2023-11-09 12:00:00,131,143,41
2023-11-09 18:00:00,128,139,32
2023-11-10 00:00:00,54,58,11
2023-11-10 06:00:00,94,103,30
2023-11-10 12:00:00,135,149,41
2023-11-10 18:00:00,128,145,31
2023-11-11 00:00:00,56,58,16
2023-11-11 06:00:00,89,94,27
2023-11-11 12:00:00,127,142,29
2023-11-11 18:00:00,155,176,43
2023-11-12 00:00:00,58,61,17
2023-11-12 06:00:00,97,101,29
2023-11-12 12:00:00,154,170,47
2023-11-12 18:00:00,145,157,42
2023-11-13 00:00:00,56,57,19
2023-11-13 06:00:00,122,137,38
2023-11-13 12:00:00,175,190,60
2023-11-13 18:00:00,138,151,33
2023-11-14 00:00:00,43,43,10
2023-11-14 06:00:00,127,142,40
2023-11-14 12:00:00,136,150,51
2023-11-14 18:00:00,136,152,36
2023-11-15 00:00:00,53,56,12
2023-11-15 06:00:00,109,121,36
2023-11-15 12:00:00,145,160,50
2023-11-15 18:00:00,123,137,26
2023-11-16 00:00:00,49,51,12
2023-11-16 06:00:00,106,120,39
2023-11-16 12:00:00,148,163,48
2023-11-16 18:00:00,129,144,37
2023-11-17 00:00:00,39,44,9
2023-11-17 06:00:00,118,121,34
2023-11-17 12:00:00,165,181,63
2023-11-17 18:00:00,140,165,48
2023-11-18 00:00:00,65,68,23
2023-11-18 06:00:00,97,104,19
2023-11-18 12:00:00,149,166,41
2023-11-18 18:00:00,128,139,34
2023-11-19 00:00:00,60,64,16
2023-11-19 06:00:00,81,89,25
2023-11-19 12:00:00,162,171,49
2023-11-19 18:00:00,135,149,39
2023-11-20 00:00:00,51,54,9
2023-11-20 06:00:00,115,129,28
2023-11-20 12:00:00,177,198,66
2023-11-20 18:00:00,102,116,32
2023-11-21 00:00:00,51,54,13
2023-11-21 06:00:00,91,94,23
2023-11-21 12:00:00,129,148,44
2023-11-21 18:00:00,144,149,39
2023-11-22 00:00:00,47,53,14
2023-11-22 06:00:00,97,106,30
2023-11-22 12:00:00,174,186,62
2023-11-22 18:00:00,107,121,29
2023-11-23 00:00:00,63,70,21
2023-11-23 06:00:00,80,81,20
2023-11-23 12:00:00,119,130,46
2023-11-23 18:00:00,118,131,33
2023-11-24 00:00:00,61,61,17
2023-11-24 06:00:00,116,125,33
2023-11-24 12:00:00,150,165,61
2023-11-24 18:00:00,106,113,31
2023-11-25 00:00:00,54,57,16
2023-11-25 06:00:00,87,96,35
2023-11-25 12:00:00,141,157,45
2023-11-25 18:00:00,120,138,27
2023-11-26 00:00:00,57,62,18
2023-11-26 06:00:00,106,123,33
2023-11-26 12:00:00,157,173,47
2023-11-26 18:00:00,111,122,35
2023-11-27 00:00:00,64,66,24
2023-11-27 06:00:00,117,129,38
2023-11-27 12:00:00,154,179,65
2023-11-27 18:00:00,133,146,29
2023-11-28 00:00:00,36,39,11
2023-11-28 06:00:00,120,131,30
2023-11-28 12:00:00,156,170,58
2023-11-28 18:00:00,130,144,41
2023-11-29 00:00:00,56,57,21
2023-11-29 06:00:00,107,117,38
2023-11-29 12:00:00,185,203,64
2023-11-29 18:00:00,121,134,39
2023-11-30 00:00:00,45,46,12
2023-11-30 06:00:00,101,111,37
2023-11-30 12:00:00,148,168,52
2023-11-30 18:00:00,125,130,29
2023-12-01 00:00:00,48,49,12
2023-12-01 06:00:00,97,109,32
2023-12-01 12:00:00,139,150,48
2023-12-01 18:00:00,139,148,38
2023-12-02 00:00:00,64,65,16
2023-12-02 06:00:00,88,100,28
2023-12-02 12:00:00,176,191,60
2023-12-02 18:00:00,127,135,36
2023-12-03 00:00:00,80,85,24
2023-12-03 06:00:00,87,93,21
2023-12-03 12:00:00,163,181,48
2023-12-03 18:00:00,125,141,33
2023-12-04 00:00:00,50,55,11
2023-12-04 06:00:00,91,97,29
2023-12-04 12:00:00,153,169,55
2023-12-04 18:00:00,120,130,30
2023-12-05 00:00:00,49,55,15
2023-12-05 06:00:00,116,127,35
2023-12-05 12:00:00,144,157,47
2023-12-05 18:00:00,127,144,35
2023-12-06 00:00:00,51,53,8
2023-12-06 06:00:00,119,128,41
2023-12-06 12:00:00,172,194,66
2023-12-06 18:00:00,124,142,25
2023-12-07 00:00:00,50,54,12
2023-12-07 06:00:00,113,121,34
2023-12-07 12:00:00,148,164,51
2023-12-07 18:00:00,117,127,40
2023-12-08 00:00:00,47,49,9
2023-12-08 06:00:00,98,103,37
2023-12-08 12:00:00,162,177,63
2023-12-08 18:00:00,129,139,29
2023-12-09 00:00:00,56,60,11
2023-12-09 06:00:00,98,106,31
2023-12-09 12:00:00,148,161,47
2023-12-09 18:00:00,116,125,38
2023-12-10 00:00:00,54,57,15
2023-12-10 06:00:00,104,113,21
2023-12-10 12:00:00,144,158,38
2023-12-10 18:00:00,114,129,37
2023-12-11 00:00:00,57,60,22
2023-12-11 06:00:00,115,129,31
2023-12-11 12:00:00,157,172,53
2023-12-11 18:00:00,125,136,35
2023-12-12 00:00:00,54,58,9
2023-12-12 06:00:00,106,119,25
2023-12-12 12:00:00,154,170,50
2023-12-12 18:00:00,132,148,40
2023-12-13 00:00:00,66,73,20
2023-12-13 06:00:00,123,134,37
2023-12-13 12:00:00,148,163,53
2023-12-13 18:00:00,117,131,30
2023-12-14 00:00:00,57,60,11
2023-12-14 06:00:00,105,117,38
2023-12-14 12:00:00,167,183,52
2023-12-14 18:00:00,122,134,40
2023-12-15 00:00:00,59,64,17
2023-12-15 06:00:00,96,102,17
2023-12-15 12:00:00,145,154,52
2023-12-15 18:00:00,121,132,34
2023-12-16 00:00:00,50,51,12
2023-12-16 06:00:00,102,112,35
2023-12-16 12:00:00,148,160,42
2023-12-16 18:00:00,113,127,27
2023-12-17 00:00:00,77,83,11
2023-12-17 06:00:00,112,121,39
2023-12-17 12:00:00,133,153,40
2023-12-17 18:00:00,135,147,37
2023-12-18 00:00:00,59,66,17
2023-12-18 06:00:00,112,127,30
2023-12-18 12:00:00,136,153,52
2023-12-18 18:00:00,133,139,46
2023-12-19 00:00:00,59,60,16
2023-12-19 06:00:00,115,122,30
2023-12-19 12:00:00,163,180,57
2023-12-19 18:00:00,126,138,26
2023-12-20 00:00:00,45,46,18
2023-12-20 06:00:00,117,127,41
2023-12-20 12:00:00,164,177,59
2023-12-20 18:00:00,148,168,48
2023-12-21 00:00:00,59,61,23
2023-12-21 06:00:00,101,112,32
2023-12-21 12:00:00,159,178,48
2023-12-21 18:00:00,126,139,33
2023-12-22 00:00:00,55,58,12
2023-12-22 06:00:00,115,125,33
2023-12-22 12:00:00,154,168,64
2023-12-22 18:00:00,141,153,36
2023-12-23 00:00:00,58,60,17
2023-12-23 06:00:00,107,114,29
2023-12-23 12:00:00,129,144,37
2023-12-23 18:00:00,128,138,29
2023-12-24 00:00:00,62,64,15
2023-12-24 06:00:00,87,95,24
2023-12-24 12:00:00,105,115,33
2023-12-24 18:00:00,133,158,44
2023-12-25 00:00:00,63,69,19
2023-12-25 06:00:00,96,105,33
2023-12-25 12:00:00,133,152,42
2023-12-25 18:00:00,124,150,40
2023-12-26 00:00:00,48,51,17
2023-12-26 06:00:00,105,120,39
2023-12-26 12:00:00,147,168,61
2023-12-26 18:00:00,129,143,37
